eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time
2014111604,2014.0,11.0,KC,SEA,24,20,Sun,1:00
2014111600,2014.0,11.0,CAR,ATL,17,19,Sun,1:00
2014111605,2014.0,11.0,NO,CIN,10,27,Sun,1:00
2014111606,2014.0,11.0,NYG,SF,10,16,Sun,1:00
2014111607,2014.0,11.0,STL,DEN,22,7,Sun,1:00
2014111608,2014.0,11.0,WAS,TB,7,27,Sun,1:00
2014111609,2014.0,11.0,SD,OAK,13,6,Sun,4:05
2014111603,2014.0,11.0,GB,PHI,53,20,Sun,4:25
2014111610,2014.0,11.0,ARI,DET,14,6,Sun,4:25
2014111611,2014.0,11.0,IND,NE,20,42,Sun,8:30
2014111700,2014.0,11.0,TEN,PIT,24,27,Mon,8:30
2014112000,2014.0,12.0,OAK,KC,24,20,Thu,8:25
2014112300,2014.0,12.0,ATL,CLE,24,26,Sun,1:00
2014112302,2014.0,12.0,CHI,TB,21,13,Sun,1:00
2014112303,2014.0,12.0,HOU,CIN,13,22,Sun,1:00
2014112304,2014.0,12.0,IND,JAC,23,3,Sun,1:00
2014112305,2014.0,12.0,MIN,GB,21,24,Sun,1:00
2014112306,2014.0,12.0,NE,DET,34,9,Sun,1:00
2014112307,2014.0,12.0,PHI,TEN,43,24,Sun,1:00
2014112308,2014.0,12.0,SD,STL,27,24,Sun,4:05
2014112309,2014.0,12.0,SEA,ARI,19,3,Sun,4:05
2014112310,2014.0,12.0,DEN,MIA,39,36,Sun,4:25
2014112311,2014.0,12.0,SF,WAS,17,13,Sun,4:25
2014112312,2014.0,12.0,NYG,DAL,28,31,Sun,8:30
2014112301,2014.0,12.0,BUF,NYJ,38,3,Mon,7:00
2014112400,2014.0,12.0,NO,BAL,27,34,Mon,8:30
2014112700,2014.0,13.0,DET,CHI,34,17,Thu,12:30
2014112701,2014.0,13.0,DAL,PHI,10,33,Thu,4:30
2014112702,2014.0,13.0,SF,SEA,3,19,Thu,8:30
2014113003,2014.0,13.0,IND,WAS,49,27,Sun,1:00
2014113002,2014.0,13.0,HOU,TEN,45,21,Sun,1:00
2014113001,2014.0,13.0,BUF,CLE,26,10,Sun,1:00
2014113000,2014.0,13.0,BAL,SD,33,34,Sun,1:00
2014113004,2014.0,13.0,JAC,NYG,25,24,Sun,1:00
2014113005,2014.0,13.0,MIN,CAR,31,13,Sun,1:00
2014113006,2014.0,13.0,PIT,NO,32,35,Sun,1:00
2014113007,2014.0,13.0,STL,OAK,52,0,Sun,1:00
2014113008,2014.0,13.0,TB,CIN,13,14,Sun,1:00
2014113009,2014.0,13.0,ATL,ARI,29,18,Sun,4:05
2014113010,2014.0,13.0,GB,NE,26,21,Sun,4:25
2014113011,2014.0,13.0,KC,DEN,16,29,Sun,8:30
2014120100,2014.0,13.0,NYJ,MIA,13,16,Mon,8:30
2014120400,2014.0,14.0,CHI,DAL,28,41,Thu,8:25
2014120700,2014.0,14.0,CIN,PIT,21,42,Sun,1:00
2014120701,2014.0,14.0,CLE,IND,24,25,Sun,1:00
2014120702,2014.0,14.0,DET,TB,34,17,Sun,1:00
2014120703,2014.0,14.0,JAC,HOU,13,27,Sun,1:00
2014120704,2014.0,14.0,MIA,BAL,13,28,Sun,1:00
2014120705,2014.0,14.0,MIN,NYJ,30,24,Sun,1:00
2014120706,2014.0,14.0,NO,CAR,10,41,Sun,1:00
2014120707,2014.0,14.0,TEN,NYG,7,36,Sun,1:00
2014120708,2014.0,14.0,WAS,STL,0,24,Sun,1:00
2014120709,2014.0,14.0,ARI,KC,17,14,Sun,4:05
2014120710,2014.0,14.0,DEN,BUF,24,17,Sun,4:05
2014120711,2014.0,14.0,OAK,SF,24,13,Sun,4:25
2014120712,2014.0,14.0,PHI,SEA,14,24,Sun,4:25
2014120713,2014.0,14.0,SD,NE,14,23,Sun,8:30
2014120800,2014.0,14.0,GB,ATL,43,37,Mon,8:30
2014121100,2014.0,15.0,STL,ARI,6,12,Thu,8:25
2014121400,2014.0,15.0,ATL,PIT,20,27,Sun,1:00
2014121401,2014.0,15.0,BAL,JAC,20,12,Sun,1:00
2014121402,2014.0,15.0,BUF,GB,21,13,Sun,1:00
2014121403,2014.0,15.0,CAR,TB,19,17,Sun,1:00
2014121404,2014.0,15.0,CLE,CIN,0,30,Sun,1:00
2014121406,2014.0,15.0,IND,HOU,17,10,Sun,1:00
2014121407,2014.0,15.0,KC,OAK,31,13,Sun,1:00
2014121408,2014.0,15.0,NE,MIA,41,13,Sun,1:00
2014121409,2014.0,15.0,NYG,WAS,24,13,Sun,1:00
2014121410,2014.0,15.0,SD,DEN,10,22,Sun,4:05
2014121411,2014.0,15.0,TEN,NYJ,11,16,Sun,4:05
2014121405,2014.0,15.0,DET,MIN,16,14,Sun,4:25
2014121412,2014.0,15.0,SEA,SF,17,7,Sun,4:25
2014121413,2014.0,15.0,PHI,DAL,27,38,Sun,8:30
2014121500,2014.0,15.0,CHI,NO,15,31,Mon,8:30
2014121800,2014.0,16.0,JAC,TEN,21,13,Thu,8:25
2014122000,2014.0,16.0,WAS,PHI,27,24,Sat,4:30
2014122001,2014.0,16.0,SF,SD,35,38,Sat,8:25
2014122103,2014.0,16.0,MIA,MIN,37,35,Sun,1:00
2014122102,2014.0,16.0,HOU,BAL,25,13,Sun,1:00
2014122101,2014.0,16.0,CHI,DET,14,20,Sun,1:00
2014122100,2014.0,16.0,CAR,CLE,17,13,Sun,1:00
2014122104,2014.0,16.0,NO,ATL,14,30,Sun,1:00
2014122105,2014.0,16.0,NYJ,NE,16,17,Sun,1:00
2014122106,2014.0,16.0,PIT,KC,20,12,Sun,1:00
2014122107,2014.0,16.0,TB,GB,3,20,Sun,1:00
2014122108,2014.0,16.0,STL,NYG,27,37,Sun,4:05
2014122109,2014.0,16.0,DAL,IND,42,7,Sun,4:25
2014122110,2014.0,16.0,OAK,BUF,26,24,Sun,4:25
2014122111,2014.0,16.0,ARI,SEA,6,35,Sun,8:30
2014122200,2014.0,16.0,CIN,DEN,37,28,Mon,8:30
2014122803,2014.0,17.0,HOU,JAC,23,17,Sun,1:00
2014122804,2014.0,17.0,KC,SD,19,7,Sun,1:00
2014122805,2014.0,17.0,MIA,NYJ,24,37,Sun,1:00
2014122806,2014.0,17.0,MIN,CHI,13,9,Sun,1:00
2014122807,2014.0,17.0,NE,BUF,9,17,Sun,1:00
2014122808,2014.0,17.0,NYG,PHI,26,34,Sun,1:00
2014122810,2014.0,17.0,TB,NO,20,23,Sun,1:00
2014122811,2014.0,17.0,TEN,IND,10,27,Sun,1:00
2014122812,2014.0,17.0,WAS,DAL,17,44,Sun,1:00
2014122801,2014.0,17.0,BAL,CLE,20,10,Sun,1:00
2014122800,2014.0,17.0,ATL,CAR,3,34,Sun,4:25
2014122815,2014.0,17.0,SEA,STL,20,6,Sun,4:25
2014122802,2014.0,17.0,GB,DET,30,20,Sun,4:25
2014122813,2014.0,17.0,DEN,OAK,47,14,Sun,4:25
2014122814,2014.0,17.0,SF,ARI,20,17,Sun,4:25
2014122809,2014.0,17.0,PIT,CIN,27,17,Sun,8:30
2015010300,2014.0,18.0,CAR,ARI,27,16,Sat,4:35
2015010301,2014.0,18.0,PIT,BAL,17,30,Sat,8:15
2015010400,2014.0,18.0,IND,CIN,26,10,Sun,1:05
2015010401,2014.0,18.0,DAL,DET,24,20,Sun,4:40
2015011000,2014.0,19.0,NE,BAL,35,31,Sat,4:35
2015011001,2014.0,19.0,SEA,CAR,31,17,Sat,8:15
2015011100,2014.0,19.0,GB,DAL,26,21,Sun,1:05
2015011101,2014.0,19.0,DEN,IND,13,24,Sun,4:40
2015011800,2014.0,20.0,SEA,GB,28,22,Sun,3:05
2015011801,2014.0,20.0,NE,IND,45,7,Sun,6:50
2015020100,2014.0,22.0,SEA,NE,24,28,Sun,6:30
2015091000,2015.0,1.0,NE,PIT,28,21,Thu,8:30
2015091300,2015.0,1.0,CHI,GB,23,31,Sun,1:00
2015091301,2015.0,1.0,STL,SEA,34,31,Sun,1:00
2015091302,2015.0,1.0,JAC,CAR,9,20,Sun,1:00
2015091303,2015.0,1.0,WAS,MIA,10,17,Sun,1:00
2015091304,2015.0,1.0,BUF,IND,27,14,Sun,1:00
2015091305,2015.0,1.0,NYJ,CLE,31,10,Sun,1:00
2015091306,2015.0,1.0,HOU,KC,20,27,Sun,1:00
2015091307,2015.0,1.0,ARI,NO,31,19,Sun,4:05
2015091308,2015.0,1.0,SD,DET,33,28,Sun,4:05
2015091309,2015.0,1.0,DEN,BAL,19,13,Sun,4:25
2015091310,2015.0,1.0,OAK,CIN,13,33,Sun,4:25
2015091311,2015.0,1.0,TB,TEN,14,42,Sun,4:25
2015091312,2015.0,1.0,DAL,NYG,27,26,Sun,8:30
2015091400,2015.0,1.0,ATL,PHI,26,24,Mon,7:10
